anquancaozuo 安全操作
kaifangxitong 开放系统
kaiguandianliu 开关电流
kaiguanshijian 开关时间
kaiguanshuniu 开关枢纽
kaiguanwangge 开关网格
kaiguanxiang 开关箱
kaiguanzaosheng 开关噪声
kaihuankongzhi 开环控制
kailuguzhang 开路故障
kaishifuhao 开始符号
kaixiao 开销
kaiti 楷体
kaobei 拷贝
kaobeigouzaohanshu 拷贝构造函数
kebianchengkongzhiqi 可编程控制器
kebianchengluojikongzhiqi 可编程逻辑控制器
kebianbitelv 可变比特率
kebianfenqu 可变分区
kebianzichang 可变字长
keca 可擦
keceshixing 可测试性
kechuanxingxing 可串行性
kecunquxing 可存取性
kedabiaoshi 可达标识
kedabiaoshiji 可达标识集
kedabiaoshitu 可达标识图
kedasenlin 可达森林
kedashu 可达树
kedatu 可达图
kedaxing 可达性
kedaxingguanxi 可达性关系
kediaoduxing 可调度性
kediaozhengshipin 可调整视频
kefenyefenqu 可分页分区
kefenyequyu 可分页区域
kefuwushijian 可服务时间
kefuwuxing 可服务性
kefuyonggoujian 可复用构件
kefuyongxing 可复用性
kefugaishu 可覆盖树
kefugaitu 可覆盖图
keguancewucha 可观测误差
keguanchaxing 可观察性
keguanlixing 可管理性
keguiyuexing 可归约性
kehanxing 可焊性
kexingjie 可行解
kexingxing 可行性
kexingxingyanjiu 可行性研究
kehuifuxing 可恢复性
kejisuanhanshu 可计算函数
kejiancexing 可检测性
kejiandian 可见点
kejianduobianxing 可见多边形
kejianxing 可见性
kejianxingwenti 可见性问题
kekaoxing 可靠性
kekaoxingduliang 可靠性度量
kekaoxingfenxi 可靠性分析
kekaoxinggongcheng 可靠性工程
kekaoxingmoxing 可靠性模型
kekaoxingpingjia 可靠性评价
kekaoxingrenzheng 可靠性认证
kekaoxingsheji 可靠性设计
kekaoxingshuju 可靠性数据
kekaoxingtongji 可靠性统计
kekaoxingyuji 可靠性预计
kekaoxingzengchang 可靠性增长
kekongzhixing 可控制性
kekuochongxing 可扩充性
kekuosuoxing 可扩缩性
kekuozhande 可扩展的
kekuozhanxing 可扩展性
kekuozhanyuyan 可扩展语言
kelijiexing 可理解性
keluguangdie 可录光碟
kenengxinglilun 可能性理论
kepingbizhongduan 可屏蔽中断
kequbiezhuangtai 可区别状态
keshixianxing 可实现性
keshi 可视
keshihua 可视化
keshixianxiang 可视现象
keshiyuyan 可视语言
ketihuancanshu 可替换参数
keweihuxing 可维护性
kexindaili 可信代理
kexinduhanshu 可信度函数
kexinjisuan 可信计算
kexinjincheng 可信进程
kexinshijianchuo 可信时间戳
kexinxing 可信性
kexiugaixing 可修改性
keyizhi 可移植
keyizhide 可移植的
keyizhixing 可移植性
keyongxing 可用性
keyongxingmoxing 可用性模型
kezhenduanxing 可诊断性
kezhixingchengxu 可执行程序
kezhixingwenjian 可执行文件
kezhongdingweiku 可重定位库
kezhongfuxiangliang 可重复向量
kezhongfuxing 可重复性
kezhonggouxitong 可重构系统
kezhongpaiwang 可重排网
kezhongshengbiaoshi 可重生标识
kezhongxieguangdie 可重写光碟
kezhuanhuanqianming 可转换签名
kezhuangrumokuai 可装入模块
kelinbibao 克林闭包
kemian 刻面
keshi 刻蚀
kehu 客户
kehuduikehu 客户对客户
kehufuwu 客户服务
kehuhua 客户化
keti 客体
kejian 课件
ketixiaozu 课题小组
kongbaifu 空白符
kongbairuanpan 空白软盘
kongcaozuozhiling 空操作指令
kongdizhi 空地址
kongji 空集
kongjian 空间
kongjianbuju 空间布局
kongjianfenge 空间分割
kongjianfuzadu 空间复杂度
kongjianfuzaxing 空间复杂性
kongjianjiansuo 空间检索
kongjianjubuxing 空间局部性
kongjiankongzhi 空间控制
kongjianpuxi 空间谱系
kongjianshujuku 空间数据库
kongjiansuoyin 空间索引
kongjiantuili 空间推理
kongjianxuyao 空间需要
kongjianzhishi 空间知识
kongqiguolvqi 空气过滤器
kongxinzi 空心字
kongzhan 空栈
kongzhi 空值
kongzhizhen 空指针
kongzhizhenyichang 空指针异常
kongzhi 控制
kongzhiban 控制板
kongzhibianliang 控制变量
kongzhicelve 控制策略
kongzhichongtu 控制冲突
kongzhidingdian 控制顶点
kongzhiduobianxing 控制多边形
kongzhigongcheng 控制工程
kongzhiguanxi 控制关系
kongzhigui 控制柜
kongzhihuilu 控制回路
kongzhiji 控制机
kongzhijishu 控制技术
kongzhijiegou 控制结构
kongzhijingdu 控制精度
kongzhikuai 控制块
kongzhililun 控制理论
kongzhiliu 控制流
kongzhiliuchengtu 控制流程图
kongzhiliufenxi 控制流分析
kongzhilun 控制论
kongzhimeiti 控制媒体
kongzhimokuai 控制模块
kongzhiping 控制屏
kongzhiqi 控制器
kongzhiqijiekou 控制器接口
kongzhiqudong 控制驱动
kongzhiruanjian 控制软件
kongzhishuju 控制数据
kongzhisuanfa 控制算法
kongzhitai 控制台
kongzhitongdao 控制通道
kongzhiwangge 控制网格
kongzhixitong 控制系统
kongzhixiang 控制箱
kongzhiyilai 控制依赖
kongzhiyuju 控制语句
kongzhizhan 控制站
kongzhizhen 控制帧
kongzhizifu 控制字符
kongzhizongxian 控制总线
kouling 口令
koulinggongji 口令攻击
koulingju 口令句
kouyu 口语
kuabuceshi 跨步测试
kuajie 跨接
kuajiexian 跨接线
kuaifengsuozhuangtai 块封锁状态
kuaijiegouyuyan 块结构语言
kuaijinghe 块净荷
kuaisupaixu 快速排序
kuaisuxiaoxi 快速消息
kuaisuxuanze 快速选择
kuaisuyitaiwang 快速以太网
kuaizhao 快照
kuancidao 宽磁道
kuandaijieru 宽带接入
kuandaiju 宽带局
kuandaizongheyewushuziwang 宽带综合业务数字网
kuangjia 框架
kuangjialilun 框架理论
kuangjiayufa 框架语法
kuangtu 框图
kunnanwenti 困难问题
kuochong 扩充
kuochongcao 扩充槽
kuosanxing 扩散性
kuozhan 扩展
kuozhancaozuo 扩展操作
kuozhanqi 扩展器
kuozhangguize 扩张规则
leibituili 类比推理
leibixuexi 类比学习
leibianliang 类变量
leifangfa 类方法
leiguizebiaoshi 类规则表示
leihanshu 类函数
leishucidian 类属词典
leitu 类图
leixing 类型
leixinglun 类型论
leixingzhuanhuan 类型转换
leijiajicunqi 累加寄存器
leijiaqi 累加器
lengbeifen 冷备份
lengqidong 冷启动
lengque 冷却
lengqueji 冷却剂
lengzhandian 冷站点
lixian 离线
lichengbei 里程碑
lilun 理论
lilunyuyanxue 理论语言学
lixing 理性
lixingzhuti 理性主体
lishiguize 历史规则
lishishuju 历史数据
lishishujuku 历史数据库
lifang 立方
lifangtiwang 立方体网
lijidizhi 立即地址
litipipei 立体匹配
litisheng 立体声
litishijue 立体视觉
litixianshi 立体显示
litiyingxiang 立体影像
litiyingshe 立体映射
litizi 立体字
licheng 例程
lishi 例示
litu 例图
linakesi 莉娜柯斯
lidu 粒度
lizixitong 粒子系统
lianguanxing 连贯性
lianjie 连接
lianjieduandian 连接端点
lianjieji 连接机
lianjiejizhi 连接机制
lianjiejianli 连接建立
lianjieqi 连接器
lianjieshijian 连接时间
lianjieshifang 连接释放
lianjiexuexi 连接学习
lianjieyuanyu 连接原语
lianjiezhuangpeiqu 连接装配区
liantongdu 连通度
liantongfenzhi 连通分支
liantongwang 连通网
liantongxing 连通性
liantongyu 连通域
lianwang 连网
lianxianbiao 连线表
lianxu 连续
lianxukongzhi 连续控制
lianxusuanzi 连续算子
lianxuwenben 连续文本
lianxuxingjianyan 连续性检验
lianbangmoshi 联邦模式
lianbangshujuku 联邦数据库
lianji 联机
lianjiceshi 联机测试
lianjichuli 联机处理
lianjicunchuqi 联机存储器
lianjidiaoshi 联机调试
lianjishebei 联机设备
lianjixitong 联机系统
lianjizhenduan 联机诊断
lianjie 联结
lianluo 联络
liansaipaixu 联赛排序
lianxi 联系
lianxiangcunchuqi 联想存储器
lianxiangjiyi 联想记忆
lianxiangshuru 联想输入
lianxiangwangluo 联想网络
lianbiao 链表
lianjie 链接
lianluguanli 链路管理
lianlujiami 链路加密
lianlunshuzhi 链轮输纸
lianmagenzong 链码跟踪
lianshidiaodu 链式调度
lianshiganran 链式感染
lianshilianjie 链式连接
lianshiwenjian 链式文件
lianshiyoujian 链式邮件
lianshizhan 链式栈
lianshizuoye 链式作业
lianggouchengxu 良构程序
liangbeixiancheng 两倍线程
liangdu 亮度
liangdubi 亮度比
liangci 量词
lianghua 量化
liangzijisuanji 量子计算机
liangzimima 量子密码
liebiao 列表
liedizhi 列地址
liedizhixuantong 列地址选通
liexuan 列选
lieyima 列译码
linceng 邻层
linjiebiaojiegou 邻接表结构
linjieguanxi 邻接关系
linjiejuzhen 邻接矩阵
linjinchazhao 邻近查找
linjinsousuo 邻近搜索
linyu 邻域
linyuyunsuan 邻域运算
linzhantongzhi 邻站通知
linjiefuzaixian 临界负载线
linjiekongzhi 临界控制
linjielujing 临界路径
linjiequ 临界区
linjieziyuan 临界资源
linshibiao 临时表
linshiwenjian 临时文件
linghuoxing 灵活性
lingdao 零道
lingdian 零点
lingjianku 零件库
lingjiantu 零件图
lingjiebaochiqi 零阶保持器
lingkaobeixieyi 零拷贝协议
lingshengmu 零声母
lingzhishi 零知识
lingzhishizhengming 零知识证明
lingyugongchengshi 领域工程师
lingyuguiyue 领域规约
lingyujianmo 领域建模
lingyumoxing 领域模型
lingyuwuguan 领域无关
lingyuxiangguan 领域相关
lingyuzhishi 领域知识
lingyuzhuti 领域主体
lingyuzhuanjia 领域专家
lingyuzhuanzhixing 领域专指性
lingpai 令牌
lingpaichiyouzhan 令牌持有站
lingpaichuandi 令牌传递
lingpaichuandixieyi 令牌传递协议
lingpaihuanwang 令牌环网
lingpailunzhuanshijian 令牌轮转时间
lingpaizongxianwang 令牌总线网
liuchengmoxing 流程模型
liuchengtu 流程图
liufangshi 流方式
liuguanxi 流关系
liuguoshijian 流过时间
liukongzhi 流控制
liuliang 流量
liuliangguanli 流量管理
liuliangkongzhi 流量控制
liushicidaiji 流式磁带机
liushuixian 流水线
liushuixianchuli 流水线处理
liushuixiankongzhi 流水线控制
liushuixianpaikong 流水线排空
liushuixiansuanfa 流水线算法
liushuixiantingdun 流水线停顿
liushuixianxiaolv 流水线效率
liuyilai 流依赖
loudong 漏洞
louma 漏码
loumaichong 漏脉冲
lubangbianshi 鲁棒辨识
lubangkongzhi 鲁棒控制
lubangxing 鲁棒性
lujing 路径
lujingbiaodashi 路径表达式
lujingfenxi 路径分析
lujingminhua 路径敏化
lujingming 路径名
lujingmingling 路径命令
lujingsousuo 路径搜索
lujingtiaojian 路径条件
luyou 路由
luyouqi 路由器
luyouxuanze 路由选择
ludian 露点
luanxutijiao 乱序提交
luanxuzhixing 乱序执行
lunkuo 轮廓
lunkuobianma 轮廓编码
lunkuogenzong 轮廓跟踪
lunkuoshengcheng 轮廓生成
lunkuoshibie 轮廓识别
lunkuoxian 轮廓线
lunkuoyuce 轮廓预测
lunkuozhidingfu 轮廓指定符
lunkuozixing 轮廓字型
lunzhuanfadiaodu 轮转法调度
luntan 论坛
luntixuanzeqi 论题选择器
lunyu 论域
luojibianchengyuyan 逻辑编程语言
luojibuju 逻辑布局
luojibuxian 逻辑布线
luojibujian 逻辑部件
luojiceshi 逻辑测试
luojiceshibi 逻辑测试笔
luojichengxu 逻辑程序
luojichengxusheji 逻辑程序设计
luojidi 逻辑地
luojidizhi 逻辑地址
luojidianlu 逻辑电路
luojifenxi 逻辑分析
luojifenye 逻辑分页
luojigeshihua 逻辑格式化
luojigenzong 逻辑跟踪
luojiguzhang 逻辑故障
luojihuafen 逻辑划分
luojihuan 逻辑环
luojijilu 逻辑记录
luojikongzhi 逻辑控制
luojiku 逻辑库
luojimaoxian 逻辑冒险
luojimoni 逻辑模拟
luojiqudongqi 逻辑驱动器
luojishebei 逻辑设备
luojishebeibiao 逻辑设备表
luojishebeiming 逻辑设备名
luojitantou 逻辑探头
luojituili 逻辑推理
luojiwenjian 逻辑文件
luojixitong 逻辑系统
luojiyansuan 逻辑演算
luojiye 逻辑页
luojiyiwei 逻辑移位
luojiyufa 逻辑语法
luojiyunsuan 逻辑运算
luojiyunhan 逻辑蕴涵
luojizhatan 逻辑炸弹
luojizonghe 逻辑综合
luojizuobiao 逻辑坐标
luoxuancidao 螺旋磁道
luoxuanmoxing 螺旋模型
luoxuansaomiao 螺旋扫描
luodan 络单
lvxingshangwenti 旅行商问题
lvsejisuanji 绿色计算机
lvboqi 滤波器
lvetu 略图
mahedai 马赫带
mahedaixiaoying 马赫带效应
maben 码本
mabiao 码表
mashanchu 码删除
mayuan 码元
mayuanchuan 码元串
mayuanji 码元集
mazi 码字
maicengcifu 埋层伺服
maichong 脉冲
maichongbujin 脉冲步进
maichongfudu 脉冲幅度
maichongkuandu 脉冲宽度
maichongpinlv 脉冲频率
maichongxiaoying 脉冲效应
maichongzaosheng 脉冲噪声
maidongsuanfa 脉动算法
maidongzhenlie 脉动阵列
maimadiaozhi 脉码调制
mangangongji 蛮干攻击
mansuyoudi 慢速邮递
manfansheguang 漫反射光
manyou 漫游
mangdengdai 忙等待
mangda 盲打
mangmusousuo 盲目搜索
mangqian 盲签
maoci 毛刺
maochong 冒充
maoma 冒码
maomaichong 冒脉冲
maoming 冒名
maopaopaixu 冒泡排序
maoxian 冒险
meiju 枚举
meijieyu 媒介语
meiti 媒体
meiguo 美国
menyanchi 门延迟
menzhenlie 门阵列
mengguwen 蒙古文
mimiji 秘密级
mimimiyao 秘密密钥
mimixing 秘密性
midubilv 密度比率
mifeng 密封
mifengjiao 密封胶
mifenglianjieqi 密封连接器
mifengqi 密封器
miji 密级
mijishuju 密级数据
mijixinxi 密级信息
mimabaomi 密码保密
mimachuanzhen 密码传真
mimafenxi 密码分析
mimajie 密码界
mimamojian 密码模件
mimasheshi 密码设施
mimatizhi 密码体制
mimaxitong 密码系统
mimaxiaoyanhe 密码校验和
mimaxue 密码学
miqiepingmian 密切平面
miwen 密文
miwenfankui 密文反馈
miyao 密钥
miyaochangdu 密钥长度
miyaoduanyu 密钥短语
miyaodui 密钥对
miyaofuwuqi 密钥服务器
miyaogongzheng 密钥公证
miyaoguanli 密钥管理
miyaohuan 密钥环
miyaohuifu 密钥恢复
miyaojianli 密钥建立
miyaojiaohuan 密钥交换
miyaoliu 密钥流
miyaotuoguan 密钥托管
miyaozhengshu 密钥证书
mianfeiruanjian 免费软件
mianfeiwang 免费网
mianbiao 面表
mianguangyuan 面光源
mianjiansuo 面检索
mianmidu 面密度
miancifu 面伺服
mianxiangbitexieyi 面向比特协议
mianxiangduixiang 面向对象
mianxiangduixiangbiancheng 面向对象编程
mianxiangduixiangbiaoshi 面向对象表示
mianxiangduixiangcaozuoxitong 面向对象操作系统
mianxiangduixiangceshi 面向对象测试
mianxiangduixiangchengxusheji 面向对象程序设计
mianxiangduixiangde 面向对象的
mianxiangduixiangfangfa 面向对象方法
mianxiangduixiangsheji 面向对象设计
mianxiangduixiangshuju 面向对象数据
mianxiangduixiangshujuku 面向对象数据库
mianxiangduixiangshujumoxing 面向对象数据模型
mianxiangduixiangyuyan 面向对象语言
mianxiangfangmian 面向方面
mianxiangfangmianbiancheng 面向方面编程
mianxiangfangmiande 面向方面的
mianxiangfenxi 面向分析
mianxiangfenxide 面向分析的
mianxianggongnengcengcimoxing 面向功能层次模型
mianxianggoujian 面向构件
mianxianggoujianbiancheng 面向构件编程
mianxianggoujiande 面向构件的
mianxiangguocheng 面向过程
mianxiangguochengbiancheng 面向过程编程
mianxiangguochengde 面向过程的
mianxiangguochengmoxing 面向过程模型
mianxiangguochengyuyan 面向过程语言
mianxiangjiekou 面向接口
mianxiangjiekoubiancheng 面向接口编程
mianxiangjiekoude 面向接口的
mianxiangkongzhi 面向控制
mianxiangkongzhide 面向控制的
mianxiangkongzhidetixijiegou 面向控制的体系结构
mianxianglianjiexieyi 面向连接协议
mianxiangshujujiegou 面向数据结构
mianxiangshujujiegoude 面向数据结构的
mianxiangshujujiegoudefangfa 面向数据结构的方法
mianxiangwentiyuyan 面向问题语言
mianxiangyingyongyuyan 面向应用语言
mianxiangyonghu 面向用户
mianxiangzhishitixijiegou 面向知识体系结构
mianxiangzhizao 面向制造
mianxiangzhizaode 面向制造的
mianxiangzhizaodesheji 面向制造的设计
mianxiangzhuti 面向主体
mianxiangzhuangpei 面向装配
mianxiangzhuangpeide 面向装配的
mianxiangzhuangpeidesheji 面向装配的设计
mianxiangzifuxieyi 面向字符协议
miaoshufubiao 描述符表
miaoxieyuyanxue 描写语言学
mingandu 敏感度
minganguzhang 敏感故障
minganshuju 敏感数据
mingantuan 敏感图案
minganxing 敏感性
minganyuanjian 敏感元件
minhua 敏化
mingchengjigou 名称机构
mingciduanyu 名词短语
mingdiaoyong 名调用
minglufuwu 名录服务
mingzichouqu 名字抽取
minganchuli 明暗处理
mingwen 明文
mingling 命令
minglingxingjiekou 命令行接口
minglinghuanchongqu 命令缓冲区
minglingjiyuyan 命令级语言
minglingjiekou 命令接口
minglingkongzhikuai 命令控制块
minglingxitong 命令系统
minglingyuyan 命令语言
minglingzhongshi 命令重试
minglingzuoye 命令作业
mingmingyueding 命名约定
mingtiluoji 命题逻辑
mingtiyansuan 命题演算
mingzhonglv 命中率
mobanfangfa 模板方法
mohu 模糊
mohuchaxun 模糊查询
mohuchazhao 模糊查找
mohuhua 模糊化
mohuji 模糊集
mohujihelun 模糊集合论
mohukongzhi 模糊控制
mohuluoji 模糊逻辑
mohushuju 模糊数据
mohushujuku 模糊数据库
mohushuxue 模糊数学
mohusongchifa 模糊松弛法
mohusousuo 模糊搜索
mohutuili 模糊推理
mojusheji 模具设计
mokuai 模块
mokuaiceshi 模块测试
mokuaifenjie 模块分解
mokuaihua 模块化
mokuaihuachengxusheji 模块化程序设计
mokuaihuafangfa 模块化方法
mokuaiqiangdu 模块强度
mokuaixing 模块性
moni 模拟
monichengxu 模拟程序
monijisuanji 模拟计算机
moniqi 模拟器
monishuchu 模拟输出
monishuru 模拟输入
monituihuo 模拟退火
monixitong 模拟系统
moniyuyan 模拟语言
monizhe 模拟者
morongyu 模冗余
moshi 模式
moshifenlei 模式分类
moshifenxi 模式分析
moshigainian 模式概念
moshijiyuan 模式基元
moshimiaoshu 模式描述
moshiminganxing 模式敏感性
moshipipei 模式匹配
moshishibie 模式识别
moshisousuo 模式搜索
moshuzhuanhuan 模数转换
moshuzhuanhuanqi 模数转换器
motai 模态
motailuoji 模态逻辑
moxing 模型
moxingbianhuan 模型变换
moxingbiaoshi 模型表示
moxingjianhua 模型简化
moxingku 模型库
moxinglun 模型论
moxinglunyuyi 模型论语义
moxingqudong 模型驱动
moxingshengchengqi 模型生成器
moxingshibie 模型识别
mocashuzhi 摩擦输纸
moerdinglv 摩尔定律
moerji 摩尔机
mosunshixiao 磨损失效
moji 魔集
motou 抹头
moduanqi 末端器
moshuiguan 墨水罐
moshuihe 墨水盒
moren 默认
morentuili 默认推理
muban 母板
muyu 母语
mubiao 目标
mubiaochengxu 目标程序
mubiaoduixiang 目标对象
mubiaofanliku 目标范例库
mubiaohuigui 目标回归
mubiaoji 目标机
mubiaoji 目标集
mubiaojisuanji 目标计算机
mubiaomulu 目标目录
