name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
user=pinyin.usr
assist=mb/yong.txt 2
feiquedingxingkongzhixiton 非确定性控制系统
feiquedingxingtulingj 非确定型图灵机
feiquedingxingyouqiongzidongj 非确定型有穷自动机
feishibiexin 非识别型
feit 非特 匪徒
feiwuzhuangdida 非武装地带
feixianxin 非线性
feixianxingbianj 非线性编辑
feixianxingdaohan 非线性导航
feixianxingkongzhixiton 非线性控制系统
feixianxinglianghu 非线性量化
feixianxingliushuixia 非线性流水线
feixianzhiwenf 非限制文法
feixi 飞信
feixinfuw 飞信服务
feixinhuodon 飞信活动
feixinggaod 飞行高度
feiyishixingcunchuq 非易失性存储器
feiyudingweixi 非预定维修
feiyudingweixiushijia 非预定维修时间
feiyuanchengcunchuqicunq 非远程存储器存取
feizhongjif 非终极符
feizhuliuxingbingd 非驻留型病毒
feizhushuxin 非主属性
feizifanxin 非自反性
feizusejiaochakaigua 非阻塞交叉开关
fenbaoshan 分包商
fenbianl 分辨率
fenbiebiany 分别编译
fenbucanshukongzhixiton 分布参数控制系统
fenbudengdait 分布等待图
fenbudianron 分布电容
fenbufuza 分布负载
fenbuguanlihuanjin 分布管理环境
fenbumosh 分布模式
fenbush 分布式
fenbushibiaoshiguanl 分布式表示管理
fenbushicaozuoxiton 分布式操作系统
fenbushichengxushej 分布式程序设计
fenbushichul 分布式处理
fenbushicunchuq 分布式存储器
fenbushidingxusuanf 分布式定序算法
fenbushiduilieshuangzongxia 分布式队列双总线
fenbushiduixiangjish 分布式对象技术
fenbushiduixiangjisua 分布式对象计算
fenbushiduomeit 分布式多媒体
fenbushifanghuoqian 分布式防火墙
fenbushifuwujuju 分布式服务拒绝
fenbushigonggongduixiangmoxin 分布式公共对象模型
fenbushigoujianduixiangmoxin 分布式构件对象模型
fenbushijisua 分布式计算
fenbushijisuanhuanjin 分布式计算环境
fenbushijisuanj 分布式计算机
fenbushijisuanjihuanjin 分布式计算机环境
fenbushijujuefuw 分布式拒绝服务
fenbushijujuefuwugongjigongj 分布式拒绝服务攻击工具
fenbushikongzh 分布式控制
fenbushipaix 分布式排序
fenbushipaixusuanf 分布式排序算法
fenbushirengongzhinen 分布式人工智能
fenbushirongcu 分布式容错
fenbushisaomia 分布式扫描
fenbushishujuk 分布式数据库
fenbushisuanf 分布式算法
fenbushiwan 分布式网
fenbushiwenjianxiton 分布式文件系统
fenbushixiton 分布式系统
fenbushixitongduixiangmosh 分布式系统对象模式
fenbushixuanzesuanf 分布式选择算法
fenbushiyingyon 分布式应用
fenbushiyuyanfany 分布式语言翻译
fenbutoumingxin 分布透明性
fenbuzujianduixiangmosh 分布组件对象模式
fencaohuanwan 分槽环网
fencen 分层
fencengjianc 分层检测
fencengxiey 分层协议
fench 分叉
fenchadia 分叉点
fenchengxujiegouyuya 分程序结构语言
fenc 分词
fencidanwe 分词单位
fendua 分段
fenduanhezhongzhuan 分段和重装
fenduanquedingxingd 分段确定性的
fenfaxingyew 分发型业务
fenfayingyon 分发应用
feng 分割
fengeanqua 分隔安全
fengeanquanmosh 分隔安全模式
fenjicunchuxiton 分级存储系统
fenjiguanl 分级管理
fenjikongzh 分级控制
fenjiwan 分级网
fenji 分解
fenjieto 分接头
fenjiexietia 分解协调
fenkuaijiamif 分块加密法
fenle 分类
fenleiq 分类器
fenleiyanzhen 分类验证
fenlidianl 分立电路
fenliyuanjia 分立元件
fenlian 分量
fenlief 分裂法
fenpa 分派
fenpaibia 分派表
fenpaichengx 分派程序
fenpaiyouxianj 分派优先级
fenpe 分配
fenpeidanwe 分配单位
fenpeimosh 分配模式
fenpeiq 分配器
fenpianmosh 分片模式
fenpiantoumin 分片透明
fenpia 分票
fenqingkuangyuj 分情况语句
fenq 分区
fenqubia 分区表
fenqucunquf 分区存取法
fenquhengjiaosud 分区恒角速度
fensangesh 分散格式
fensankongzh 分散控制
fensanshichul 分散式处理
fensanshishujuchul 分散式数据处理
fensanzhuangr 分散装入
fensh 分时
fenshicaozuoxiton 分时操作系统
fenshichul 分时处理
fenshidengdaifangsh 分时等待方式
fenshidiaod 分时调度
fenshidiaoduchengxuxiton 分时调度程序系统
fenshidiaoduguiz 分时调度规则
fenshidongtaifenpeichengx 分时动态分配程序
fenshijiankongxiton 分时监控系统
fenshijiuxufangsh 分时就绪方式
fenshikongzhirenw 分时控制任务
fenshiqudongchengx 分时驱动程序
fenshixitongminglin 分时系统命令
fenshiyonghufangsh 分时用户方式
fenshiyouxianj 分时优先级
fenshiyunxingfangsh 分时运行方式
fenxigongj 分析攻击
fenxijiedua 分析阶段
fenximoxin 分析模型
fenxishuxin 分析属性
fenxixuex 分析学习
fenxin 分形
fenxingbianm 分形编码
fenxingjih 分形几何
feny 分页
fenyechengx 分页程序
fenzh 分支
fenzhidianla 分支电缆
fenzhixia 分支线
fenzhixianji 分支限界
fenzhixianjiesousu 分支限界搜索
fenzhizhilin 分支指令
fenzucen 分组层
fenzuchangd 分组长度
fenzuchuanson 分组传送
fenzuchuansongmosh 分组传送模式
fenzuguolvq 分组过滤器
fenzujiaohuangongyongshujuwan 分组交换公用数据网
fenzujiaohuanshujuwan 分组交换数据网
fenzujiaohuanwan 分组交换网
fenzujiaohuanwangxiey 分组交换网协议
fenzumim 分组密码
fenzushizhongdua 分组式终端
fenzuzhuangchaiq 分组装拆器
fengbianquanhuanjin 封闭安全环境
fengbishijiejiash 封闭世界假设
fengbiyonghuqu 封闭用户群
fengfangf 冯方法
fengmoxin 冯模型
fengnuoyima 冯诺依曼
fengsuolid 封锁粒度
fengweipiaoy 峰位漂移
fengw 蜂窝
fengxia 风险
fengxianfenx 风险分析
fengxianjiesho 风险接受
fengxianmosh 风险模式
fengxianpingg 风险评估
fengxianrongre 风险容忍
fengxianzhish 风险指数
fengxingwangluodianyin 风行网络电影
fengzhijianc 峰值检测
fengzhuan 封装
fengzhuangkekaoxin 封装可靠性
fengzhuangle 封装类
fourengongj 否认攻击
fube 副本
fudandaxu 复旦大学
fudandaxuechubansh 复旦大学出版社
fudandaxueruanjianxueyua 复旦大学软件学院
fudianbiaozhu 浮点标准
fudianchulidanyua 浮点处理单元
fudianjisuanj 浮点计算机
fudiansh 浮点数
fudianxin 浮点型
fudianyunsua 浮点运算
fudonganni 浮动按钮
fudongcito 浮动磁头
fudongguangga 浮动广告
fudongkua 浮动块
fudongzhuangruchengx 浮动装入程序
fudufeng 幅度分割
fudujianc 幅度检测
fufeidiansh 付费电视
fuga 覆盖
fugaibiaozh 覆盖标识
fugaicesh 覆盖测试
fuhaobianm 符号编码
fuhaocaozongyuya 符号操纵语言
fuhaochanglian 符号常量
fuhaofenx 符号分析
fuhaojianganra 符号间干扰
fuhaolianji 符号链接
fuhaoluoj 符号逻辑
fuhaoshebe 符号设备
fuhaowenjia 符号文件
fuhaoyansua 符号演算
fuhaoyuya 符号语言
fuhaozhinen 符号智能
fuhaozhixin 符号执行
fuh 复合
fuhebiaoj 复合标记
fuhebiaozh 复合标识
fuhebingd 复合病毒
fuhebuz 负荷不足 符合不足
fuhecida 复合磁带
fuhekongjia 复合控件
fuhekongzh 复合控制
fuhetingj 符合停机
fuhexuli 复合序列
fuheyuj 复合语句
fujiarenw 附加任务
fujiaweixi 附加维修
fujiawendan 附加文档
fukongta 副控台
fukongzhita 副控制台
fule 父类
fuliyemiaoshuz 傅里叶描述子
fuluoj 负逻辑 赋逻辑
fuluojilu 赋逻辑论
fuluojizhuanhua 负逻辑转换
fush 辐射 腐蚀
fushedufangf 辐射度方法
fushefenx 辐射分析
fushejiankon 辐射监控
fushiqieg 腐蚀切割
fushuchuliq 附属处理器
fuwe 复位
fuweimaichon 复位脉冲
fuweixuli 复位序列
fuwubitel 服务比特率
fuwuchengx 服务程序
fuwuduili 服务队列
fuwufaqizh 服务发起者
fuwufangwendia 服务访问点
fuwujiankongchengx 服务监控程序
fuwujierudia 服务接入点
fuwujieshouzh 服务接受者
fuwujinchen 服务进程
fuwujuju 服务拒绝
fuwujujuegongj 服务拒绝攻击
fuwukeyongxin 服务可用性
fuwulichen 服务例程
fuwuliebia 服务列表
fuwumokua 服务模块
fuwuq 服务器
fuwuqidua 服务器端
fuwuqijiasuqik 服务器加速器卡
fuwuqikongjia 服务器控件
fuwuqimoxin 服务器模型
fuwuqipeizh 服务器配置
fuwuqingqiukua 服务请求块
fuwuqingqiuzhongdua 服务请求中断
fuwuqubiaoshif 服务区标识符
fuwushujudanyua 服务数据单元
fuwutigongzh 服务提供者
fuwuxingchengx 服务性程序
fuwuyuany 服务原语
fuwuzhilian 服务质量
fuxin 复形
fuya 负沿
fuyijiankongf 幅移键控法
fuyongkuhucaozuozuzh 复用库互操作组织
fuyongq 复用器
fuyuanqingqi 复原请求
fuyuebia 负跃变
fuzashiw 复杂事务
fuzashiyingxingxiton 复杂适应性系统
fuzashujuleixin 复杂数据类型
fuzatezhengj 复杂特征集
fuzaxin 复杂性
fuzaxingle 复杂性类
fuzazhilingj 复杂指令集
fuzazhilingjijisuanj 复杂指令集计算机
fuzazhilingjisuanj 复杂指令计算机
fuza 负载
fuzaidianz 负载电阻
fuzaidua 负载端
fuzaiguiz 负载规则
fuzaimaoxianmoxin 负载冒险模型
fuzaixiant 负载线图
fuzh 复执 赋值
fuzhibaoh 复制保护
fuzhibe 复制本
fuzhichuanb 复制传播
fuzhimim 复制密码
fuzhixingshujuk 复制型数据库
fuzhiyud 幅值裕度
fuzhiyuj 赋值语句
fuzhiyunsua 赋值运算
fuzhiyunsuanf 赋值运算符
fuzhuchengx 辅助程序
fuzhucunchuq 辅助存储器
fuzhudua 辅助段
fuzhufube 辅助副本
fuzhuj 辅助集
fuzhukongjianfenpe 辅助空间分配
fuzhupingmia 辅助平面
fuzhurenw 辅助任务
fuzhusuoyi 辅助索引
gaijintiaopi 改进调频
gail 概率
gailvbingxingsuanf 概率并行算法
gailvcesh 概率测试
gailvchuanb 概率传播
gailvfenb 概率分布
gailvfenx 概率分析
gailvhansh 概率函数
gailvh 概率弧
gailvjiam 概率加密
gailvjiaozhen 概率校正
gailvluoj 概率逻辑
gailvmid 概率密度
gailvmiduhansh 概率密度函数
gailvmoxin 概率模型
gailvsongchif 概率松弛法
gailvsuanf 概率算法
gailvtuil 概率推理
gailvwuchaguj 概率误差估计
gailvxiton 概率系统
gainiancidia 概念词典
gainianfaxia 概念发现
gainianfenle 概念分类
gainianfenx 概念分析
gainianhuoq 概念获取
gainianjiansu 概念检索
gainianjiedia 概念结点
gainiank 概念库
gainianmosh 概念模式
gainianmoxin 概念模型
gainiant 概念图
gainianxianggua 概念相关
gainianxuex 概念学习
gainianyicu 概念依存
gainianyila 概念依赖
gainianyins 概念因素
gaipia 改票
gaiqua 改圈
gaishanxingweih 改善性维护
gaixi 盖写
gaiyaoshej 概要设计
gaizhengxinghuodon 改正性活动
ganraoxinha 干扰信号
ganshejish 干涉技术
ganxiandianla 干线电缆
ganxianlianjiedanyua 干线连接单元
ganxianouhedanyua 干线耦合单元
ganyingtongbuq 感应同步器
ganzh 感知
ganzhij 感知机
gaobaozhe 高保真
gaocengdiaod 高层调度
gaocengshujulianlukongzhixiey 高层数据链路控制协议
gaodianpingzhuangtaitexin 高电平状态特性
gaodupinghengsh 高度平衡树
gaoduancunchukua 高端存储块
gaoduancunchuq 高端存储区
gaoguan 高光
gaojianquanguanlirenyua 高级安全管理人员
gaojijiamibiaozhu 高级加密标准
gaojipeiteliwan 高级佩特里网
gaojishujulianlukongzh 高级数据链路控制
gaojiyanjiujihuajuwanglu 高级研究计划局网络
gaojiyuya 高级语言
gaojizhinengwan 高级智能网
gaojieluoj 高阶逻辑
gaojieyuya 高阶语言
gaojingjiansh 告警监视
gaokuanb 高宽比
gaomiduruanpa 高密度软盘
gaomiduzhuangpe 高密度装配
gaomiduzuzhuan 高密度组装
gaonengxiaochul 高能效处理
gaoouh 高耦合
gaopi 高频
gaoqingxidudiansh 高清晰度电视
gaosifenb 高斯分布
gaosiqulvbiji 高斯曲率逼近
gaosuhuanchongcunchuq 高速缓冲存储器
gaosuhuancu 高速缓存
gaosuhuancunchongt 高速缓存冲突
gaosuhuancungongxian 高速缓存共享
gaosuhuancunkua 高速缓存块
gaosuhuancunkuaitihua 高速缓存块替换
gaosuhuancunquesh 高速缓存缺失
gaosuhuancunyizhixin 高速缓存一致性
gaosuhuancunyizhixingxiey 高速缓存一致性协议
gaosuzongxia 高速总线
gaotonglvb 高通滤波
gaoweisuoyi 高维索引
gaoxingnen 高性能
gaoxingnengjisuanhetongxi 高性能计算和通信
gaoxingnengjisuanj 高性能计算机
gaoxingnengwenjianxiton 高性能文件系统
gaoyan 羔羊
gaoyouxianj 高优先级
gaoyouxianjizhongdua 高优先级中断
gedeerpeish 哥德尔配数
gedengqumia 戈登曲面
gedia 割点
gehan 隔行
gehangsaomia 隔行扫描
gej 格局
gekuangji 格框架
geleibahefansh 格雷巴赫范式
gelij 隔离级
geliq 隔离区
gerenba 个人版
gerenbiaozhiha 个人标识号
gerenciy 个人词语
gerendianna 个人电脑
gerenfanghuoqian 个人防火墙
gerenjisuanj 个人计算机
gerenjianrongj 个人兼容机
gerenshuzizhul 个人数字助理
gerentongxinxiton 个人通信系统
gerentongxinyew 个人通信业务
gesh 格式
geshihu 格式化
geshihuaronglian 格式化容量
geshihuashiyongchengx 格式化实用程序
geshihuashuj 格式化数据
geshijiego 格式结构
geshizhuanhuangongj 格式转换工具
getibiaozh 个体标识
gexingbiaoj 个性标记
gexinghuashezh 个性化设置
geyangcida 铬氧磁带
geyuf 格语法
gezhenq 隔震器
gezhipeililu 格支配理论
genbianyichengx 根编译程序
genfen 跟风
genji 跟进
genmul 根目录
genwenjianji 根文件夹
genzongluyo 跟踪路由
genzongqi 跟踪球
genzongwuch 跟踪误差
gengduocaozu 更多操作
genggaikongzh 更改控制
gengxinbaocho 更新报酬
gengxinchuanb 更新传播
gengxinfuw 更新服务
gengxinguochen 更新过程
gengxinshiwuchul 更新事务处理
gengxinyichan 更新异常
gengxinyua 更新源
gongchengshujuk 工程数据库
gongchengt 工程图
gongdianmosh 供电模式
gongfan 供方
gonggaobanfuw 公告板服务
gonggaobanxiton 公告板系统
gonggongduixian 公共对象
gonggongduixiangmoxin 公共对象模型
gonggongfuwuq 公共服务区
gonggongguanlixinxifuw 公共管理信息服务
gonggongjiedidia 公共接地点
gonggongquexianjiansu 公共缺陷检索
gonggongshijia 公共事件
gonggongshijianbiaozh 公共事件标志
gonggongshuj 公共数据
gonggongshujumoxin 公共数据模型
gonggongwangguanjieko 公共网关接口
gonggongxitongq 公共系统区
gonggongyingyongfuwuyaos 公共应用服务要素
gonggongyingyongfuwuyuans 公共应用服务元素
gonggongyuya 公共语言
gonggongzhuomianhuanjin 公共桌面环境
gonggongzibiaodashishanch 公共子表达式删除
gonggongziyua 公共资源
gonggongzongxia 公共总线
gongha 功耗
gongj 攻击
gongjichengx 攻击程序
gongjimeiji 攻击媒介
gongjishoudua 攻击手段
gongjixianglian 攻击向量
gongjizh 攻击者
gongjutish 工具提示
gongjuxian 工具箱
gongju 公决
gongkaimiya 公开密钥
gongkaimiyaotizh 公开密钥体制
gonglifuzaxin 公理复杂性
gongliyuy 公理语义
gonglvmid 功率密度
gongmoeliuchen 共模扼流程
gongnengbujia 功能部件
gongnengcesh 功能测试
gongnengcunchuq 功能存储器
gongnengfenji 功能分解
gongnengguzhan 功能故障
gongnengguiyu 功能规约
gongnengheyiyuf 功能合一语法
gongnengkua 功能块
gongnengmoxin 功能模型
gongnengruanpa 功能软盘
gongnengshej 功能设计
gongnengwuguancesh 功能无关测试
gongnengxianzh 功能限制
gongnengxin 功能性
gongnengxingcesh 功能性测试
gongnengxingpeizhishenj 功能性配置审计
gongnengxuqi 功能需求
gongnengyuf 功能语法
gongnengyuyanxu 功能语言学
gongpingwan 公平网
gongpingxin 公平性
gongp 攻破
gongshengjuzhe 共生矩阵
gongxian 共享
gongxiangbaiba 共享白板
gongxiangbianlian 共享变量
gongxiangcaozuoxiton 共享操作系统
gongxiangcunchuq 共享存储器
gongxiangdua 共享段
gongxianggaosuhuancu 共享高速缓存
gongxiangjianquanxin 共享级安全性
gongxiangruanjia 共享软件
gongxiangsu 共享锁
gongxiangwenjia 共享文件
gongxiangxunicunchuq 共享虚拟存储器
gongxiangxuniq 共享虚拟区
gongxiangyebia 共享页表
gongxiangzhixingxiton 共享执行系统
gongxiaoxu 工效学
gongyaochuanshubaomixiey 公钥传输保密协议
gongyaojichushesh 公钥基础设施
gongyaojiamibiaozhu 公钥加密标准
gongyaojiamif 公钥加密法
gongyebiaozhunjiego 工业标准结构
gongyebiaozhunjiegouzongxia 工业标准结构总线
gongyebiaozhuntixijiego 工业标准体系结构
gongyejisuanj 工业计算机
gongyekongzhijisuanj 工业控制计算机
gongyezidonghu 工业自动化
gongyit 工艺图
gongyingguochen 供应过程
gongyongsheshibiaoj 公用设施标记
gongyongshujuwan 公用数据网
gongyongwangguanjieko 公用网关接口
gongyouchengyua 公有成员
gongyouy 公有域
gongyu 公钥
gongyuegouji 公钥构架
gongyuejiam 公钥加密
gongyuemim 公钥密码
gongzhen 公正
gongzuocunchuq 工作存储器 工作存储区
gongzuoduili 工作队列
gongzuoduiliemul 工作队列目录
gongzuoj 工作集
gongzuojifenpaichengx 工作集分派程序
gongzuolianl 工作链路
gongzuoli 工作流
gongzuoliuzhidingfuw 工作流制定服务
gongzuoshijianpia 工作时间片
gongzuowend 工作温度
gongzuowenjia 工作文件
gongzuoxindaozhuangta 工作信道状态
gongzuoy 工作页
gongzuoyinz 工作因子
gongzuozha 工作站
gongzuozhanchuliq 工作站处理器
gongzuozhanjiqu 工作站机群
gongzuozhanwanglu 工作站网络
gongzuozujisua 工作组计算
gouchengqijia 构成器件
goucif 构词法
goujianbianchen 构件编程
goujiancunchuk 构件存储库
goujianduixian 构件对象
goujianduixiangmoxin 构件对象模型
goujiank 构件库
goujiankua 构件块
goujianmiaoshuyuya 构件描述语言
goujianruanjiangongchen 构件软件工程
goujiant 构件图
goujianyuf 构件语法
gouzaochengx 构造程序
gouzaofangf 构造方法
gouzaohansh 构造函数
gouzaojih 构造几何
gouzaoq 构造器
gouzaoxin 构造型
gouzaoxingzhengmin 构造性证明
gudianjiamifangf 古典加密方法
